ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_32_P96036	0.45598	1.11E-01	1.79	-5.030753	8.76E-01	MEX3A	mex-3 RNA binding family member A
A_24_P863775	0.45602	1.12E-01	-1.79	-5.030943	-1.08	EML6	echinoderm microtubule associated protein like 6
A_23_P405088	0.45605	1.12E-01	-1.79	-5.031122	-7.17E-01	CLDN11	claudin 11
A_23_P54626	0.45605	1.12E-01	1.79	-5.031249	6.52E-01	UTP4	"UTP4, small subunit processome component"
A_23_P89030	0.45605	1.12E-01	1.79	-5.03127	7.86E-01	C16orf95	chromosome 16 open reading frame 95
A_24_P32527	0.45605	1.12E-01	-1.79	-5.031362	-9.66E-01		
A_24_P919717	0.45628	1.12E-01	-1.79	-5.031913	-6.53E-01		
A_23_P121702	0.45636	1.12E-01	-1.79	-5.032264	-1.31	OCIAD2	OCIA domain containing 2
A_24_P98145	0.45636	1.12E-01	1.79	-5.032303	1.34		
A_23_P15751	0.45636	1.12E-01	-1.79	-5.032335	-1.11	GCGR	glucagon receptor
A_23_P345710	0.4564	1.12E-01	-1.79	-5.032518	-8.08E-01	XXYLT1	xyloside xylosyltransferase 1
A_24_P289265	0.45646	1.12E-01	1.79	-5.03273	1.27	ABCA1	ATP binding cassette subfamily A member 1
A_23_P100795	0.45668	1.12E-01	-1.79	-5.033264	-9.53E-01	STAT3	signal transducer and activator of transcription 3
A_23_P60210	0.45674	1.12E-01	-1.79	-5.03354	-1.51	RLN1	relaxin 1
A_24_P679409	0.45674	1.12E-01	1.79	-5.033553	7.87E-01	SRRM1	serine and arginine repetitive matrix 1
A_23_P153256	0.45684	1.12E-01	1.79	-5.033876	7.06E-01	ZNF773	zinc finger protein 773
A_23_P9209	0.45684	1.12E-01	-1.79	-5.033967	-1.23	NIPSNAP3B	nipsnap homolog 3B
A_32_P389770	0.45684	1.12E-01	1.79	-5.034129	8.38E-01	KIRREL3-AS3	KIRREL3 antisense RNA 3
A_23_P24444	0.45684	1.12E-01	-1.79	-5.034206	-6.61E-01	DHCR7	7-dehydrocholesterol reductase
A_24_P29595	0.45684	1.12E-01	-1.79	-5.034216	-1	STXBP5	syntaxin binding protein 5
A_24_P295620	0.45689	1.12E-01	1.79	-5.034435	6.69E-01	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
A_24_P323072	0.45689	1.12E-01	1.79	-5.034521	9.78E-01	GNRH2	gonadotropin releasing hormone 2
A_24_P133085	0.45689	1.12E-01	-1.79	-5.034596	-9.39E-01	CCDC90B	coiled-coil domain containing 90B
A_23_P429046	0.45689	1.12E-01	-1.79	-5.034691	-9.02E-01	FAM21A	family with sequence similarity 21 member A
A_24_P212834	0.45689	1.12E-01	1.79	-5.034841	6.86E-01		
A_24_P922858	0.45689	1.12E-01	1.79	-5.034954	1.34	TMEM33	transmembrane protein 33
A_23_P130064	0.45689	1.12E-01	1.79	-5.034957	6.46E-01	SNF8	"SNF8, ESCRT-II complex subunit"
A_24_P173325	0.45697	1.12E-01	1.79	-5.035189	7.29E-01	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
A_24_P349896	0.45699	1.12E-01	1.79	-5.035404	8.75E-01		
A_23_P430842	0.45699	1.12E-01	1.79	-5.035426	7.16E-01	HAPLN4	hyaluronan and proteoglycan link protein 4
A_23_P104942	0.45702	1.12E-01	1.79	-5.035578	9.12E-01	TMX2	thioredoxin related transmembrane protein 2
A_32_P90468	0.45703	1.12E-01	1.79	-5.035742	7.00E-01		
A_24_P651129	0.45703	1.12E-01	1.79	-5.035773	7.41E-01		
A_24_P944113	0.45707	1.12E-01	1.79	-5.03594	1.12		
A_24_P58673	0.45715	1.12E-01	-1.79	-5.036226	-6.52E-01	REG4	regenerating family member 4
A_24_P237613	0.45715	1.12E-01	-1.78	-5.036284	-1.1	USP12	ubiquitin specific peptidase 12
A_23_P101281	0.45717	1.12E-01	1.78	-5.036444	1.03	ZNF587	zinc finger protein 587
A_23_P7976	0.45717	1.12E-01	1.78	-5.036504	1.01	HIST1H1E	"histone cluster 1, H1e"
A_23_P157416	0.4574	1.12E-01	-1.78	-5.037076	-6.22E-01	ZNF394	zinc finger protein 394
A_24_P41079	0.4574	1.12E-01	1.78	-5.037154	1.04	GOLGA6L9	golgin A6 family-like 9
A_23_P209146	0.45744	1.12E-01	1.78	-5.037307	6.22E-01	ZNF91	zinc finger protein 91
A_24_P76512	0.45748	1.12E-01	1.78	-5.03749	1.53	FLJ30064	uncharacterized LOC644975
A_32_P172848	0.45748	1.12E-01	-1.78	-5.037573	-1.09	GK	glycerol kinase
A_23_P346302	0.45755	1.12E-01	1.78	-5.037812	6.86E-01	ZMAT2	zinc finger matrin-type 2
A_24_P496683	0.45755	1.12E-01	-1.78	-5.037898	-1.13		
A_24_P62833	0.45762	1.12E-01	1.78	-5.038136	1.51	ADAMTSL4	ADAMTS like 4
A_24_P914240	0.4577	1.12E-01	-1.78	-5.038373	-9.50E-01	ZNF44	zinc finger protein 44
A_24_P186944	0.45774	1.12E-01	1.78	-5.038541	7.94E-01		
A_23_P131626	0.45775	1.12E-01	1.78	-5.038649	8.20E-01	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200
A_23_P116809	0.45821	1.13E-01	1.78	-5.039737	8.01E-01	COPZ1	coatomer protein complex subunit zeta 1
A_24_P210829	0.45821	1.13E-01	1.78	-5.039789	8.70E-01	NME4	NME/NM23 nucleoside diphosphate kinase 4
A_24_P184844	0.45821	1.13E-01	-1.78	-5.039847	-1.29	CHD2	chromodomain helicase DNA binding protein 2
A_32_P156024	0.45835	1.13E-01	1.78	-5.040223	7.31E-01		
A_23_P347128	0.45839	1.13E-01	1.78	-5.040388	9.66E-01	LOC100288893	uncharacterized LOC100288893
A_23_P7706	0.45844	1.13E-01	-1.78	-5.040614	-7.62E-01	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
A_32_P68942	0.45844	1.13E-01	-1.78	-5.040659	-9.02E-01	ANKRD20A5P	"ankyrin repeat domain 20 family member A5, pseudogene"
A_23_P87769	0.45852	1.13E-01	1.78	-5.04092	8.07E-01	PARPBP	PARP1 binding protein
A_24_P326398	0.4586	1.13E-01	1.78	-5.041172	1.01	CRB2	"crumbs 2, cell polarity complex component"
A_23_P25030	0.45862	1.13E-01	-1.78	-5.041305	-9.77E-01	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
A_23_P123265	0.45877	1.13E-01	1.78	-5.041677	7.46E-01	SUMF2	sulfatase modifying factor 2
A_23_P254081	0.45888	1.13E-01	1.78	-5.041986	8.69E-01	LIAS	lipoic acid synthetase
A_24_P220454	0.459	1.13E-01	1.78	-5.04232	1.03	CUX1	cut like homeobox 1
A_23_P118615	0.45901	1.13E-01	-1.78	-5.042426	-7.31E-01	ABCA8	ATP binding cassette subfamily A member 8
A_23_P2492	0.45907	1.13E-01	-1.78	-5.042717	-1.91	C1S	"complement component 1, s subcomponent"
A_32_P156136	0.45907	1.13E-01	1.78	-5.042737	8.72E-01	NAA16	"N(alpha)-acetyltransferase 16, NatA auxiliary subunit"
A_24_P77676	0.45909	1.13E-01	1.78	-5.042856	6.87E-01	HSPA9	heat shock protein family A (Hsp70) member 9
A_23_P170581	0.45914	1.13E-01	1.78	-5.043152	8.51E-01		
A_23_P83234	0.45914	1.13E-01	1.78	-5.043171	1.47	ZBTB6	zinc finger and BTB domain containing 6
A_24_P173234	0.45914	1.13E-01	-1.78	-5.043333	-6.52E-01	ZNF613	zinc finger protein 613
A_24_P618077	0.45914	1.13E-01	-1.78	-5.043419	-1.03		
A_32_P212258	0.45914	1.13E-01	1.78	-5.043442	6.99E-01		
A_23_P156683	0.45914	1.13E-01	-1.78	-5.043564	-1	LTA	lymphotoxin alpha
A_32_P58937	0.45914	1.13E-01	1.78	-5.043668	7.98E-01	MBTD1	mbt domain containing 1
A_23_P96985	0.45914	1.13E-01	-1.78	-5.043803	-6.66E-01	PSEN2	presenilin 2
A_23_P339633	0.45914	1.13E-01	1.78	-5.043858	7.75E-01	GPATCH11	G-patch domain containing 11
A_32_P204903	0.45914	1.13E-01	-1.78	-5.044001	-1.29		
A_24_P181583	0.45914	1.13E-01	1.78	-5.04407	6.69E-01	OSBPL7	oxysterol binding protein like 7
A_23_P106798	0.45914	1.13E-01	-1.78	-5.044126	-7.35E-01	SIAH1	siah E3 ubiquitin protein ligase 1
A_23_P500844	0.45914	1.13E-01	1.78	-5.044146	8.37E-01	PDE5A	phosphodiesterase 5A
A_23_P167324	0.45916	1.13E-01	-1.78	-5.044367	-6.80E-01	PKD2	"polycystin 2, transient receptor potential cation channel"
A_23_P113572	0.45916	1.13E-01	-1.78	-5.044424	-1	CD19	CD19 molecule
A_23_P128698	0.45916	1.13E-01	1.78	-5.044439	2.24	SPRY2	sprouty RTK signaling antagonist 2
A_32_P155631	0.45922	1.13E-01	1.78	-5.044671	7.51E-01	SDHD	succinate dehydrogenase complex subunit D
A_24_P379616	0.45922	1.13E-01	1.78	-5.044836	1.12	PLB1	phospholipase B1
A_23_P120667	0.45922	1.13E-01	-1.78	-5.044896	-1.75	JAM2	junctional adhesion molecule 2
A_24_P664995	0.45922	1.13E-01	1.78	-5.044919	1.08	CBX5	chromobox 5
A_32_P206989	0.45922	1.13E-01	1.78	-5.045088	9.89E-01		
A_32_P310335	0.45922	1.13E-01	-1.78	-5.045105	-7.35E-01	JAM2	junctional adhesion molecule 2
A_23_P209538	0.45922	1.13E-01	-1.78	-5.045192	-9.48E-01		
A_24_P142118	0.45941	1.13E-01	1.78	-5.04567	1.66	THBS1	thrombospondin 1
A_23_P22614	0.45947	1.13E-01	-1.78	-5.045974	-7.01E-01	6-Sep	septin 6
A_23_P314115	0.45947	1.13E-01	1.78	-5.046075	9.11E-01	BMI1	"BMI1 proto-oncogene, polycomb ring finger"
A_23_P377141	0.45947	1.13E-01	-1.78	-5.046101	-1.03	VPS13A	vacuolar protein sorting 13 homolog A
A_23_P207201	0.45947	1.13E-01	-1.78	-5.046139	-7.46E-01	CD79B	CD79b molecule
A_23_P324718	0.45947	1.13E-01	1.78	-5.046226	6.60E-01	SYNJ1	synaptojanin 1
A_32_P184279	0.45949	1.13E-01	1.78	-5.046361	9.55E-01	CCDC6	coiled-coil domain containing 6
A_23_P167640	0.45951	1.13E-01	1.78	-5.046487	6.39E-01	SLC36A1	solute carrier family 36 member 1
A_23_P68547	0.45957	1.13E-01	1.78	-5.046695	7.64E-01	MCM8	minichromosome maintenance 8 homologous recombination repair factor
A_24_P616840	0.45975	1.14E-01	-1.78	-5.047148	-7.91E-01	TMEM30B	transmembrane protein 30B
A_23_P39034	0.45981	1.14E-01	1.78	-5.047364	7.54E-01	SMARCA4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
A_24_P15062	0.46	1.14E-01	1.78	-5.047828	8.24E-01	ZNF490	zinc finger protein 490
A_23_P109768	0.46026	1.14E-01	-1.78	-5.048421	-6.66E-01	RNF7	ring finger protein 7
A_23_P60047	0.46032	1.14E-01	1.78	-5.048648	1.01	TACC1	transforming acidic coiled-coil containing protein 1
A_23_P51346	0.46035	1.14E-01	1.78	-5.048871	6.61E-01	KIAA2013	KIAA2013
A_23_P17471	0.46035	1.14E-01	-1.78	-5.048874	-7.57E-01	PCED1A	PC-esterase domain containing 1A
A_23_P366328	0.46035	1.14E-01	-1.78	-5.048962	-6.83E-01	VPS37A	"VPS37A, ESCRT-I subunit"
A_24_P929926	0.46036	1.14E-01	-1.78	-5.04927	-6.97E-01		
A_23_P25403	0.46036	1.14E-01	-1.78	-5.049353	-9.04E-01	HCFC2	host cell factor C2
A_32_P18547	0.46036	1.14E-01	1.78	-5.049383	8.91E-01	YBEY	ybeY metallopeptidase (putative)
A_32_P800799	0.46036	1.14E-01	-1.78	-5.049419	-1.8	KCNG3	potassium voltage-gated channel modifier subfamily G member 3
A_23_P37514	0.46036	1.14E-01	-1.78	-5.049444	-8.44E-01	C15orf39	chromosome 15 open reading frame 39
A_32_P85732	0.46072	1.14E-01	-1.77	-5.050242	-1.03	C9orf135	chromosome 9 open reading frame 135
A_24_P186608	0.46074	1.14E-01	-1.77	-5.050466	-1.05	DPY19L2P2	DPY19L2 pseudogene 2
A_32_P137776	0.46074	1.14E-01	1.77	-5.050494	1.01		
A_24_P196298	0.46074	1.14E-01	-1.77	-5.050638	-7.93E-01	KMT2A	lysine methyltransferase 2A
A_24_P60972	0.46074	1.14E-01	-1.77	-5.050697	-7.18E-01	TSTD2	thiosulfate sulfurtransferase like domain containing 2
A_23_P201636	0.46074	1.14E-01	-1.77	-5.050722	-1.29	LAMC2	laminin subunit gamma 2
A_23_P61171	0.46077	1.14E-01	-1.77	-5.050885	-8.09E-01	KCNG2	potassium voltage-gated channel modifier subfamily G member 2
A_24_P93341	0.46094	1.14E-01	-1.77	-5.051304	-9.73E-01	PP13439	uncharacterized LOC100128046
A_24_P598516	0.46095	1.14E-01	1.77	-5.051404	7.29E-01		
A_23_P74954	0.46101	1.14E-01	1.77	-5.051613	6.61E-01	RCC2	regulator of chromosome condensation 2
A_32_P106246	0.46102	1.14E-01	1.77	-5.051733	7.08E-01		
A_32_P416161	0.46104	1.14E-01	1.77	-5.051852	7.18E-01	XKRX	"XK related, X-linked"
A_24_P364970	0.46112	1.14E-01	1.77	-5.052108	8.86E-01	DHX33	DEAH-box helicase 33
A_23_P74809	0.46112	1.14E-01	-1.77	-5.05219	-6.87E-01	CLCC1	chloride channel CLIC like 1
A_23_P110116	0.46115	1.14E-01	-1.77	-5.05235	-9.58E-01	SH3BP2	SH3 domain binding protein 2
A_32_P149591	0.46118	1.14E-01	-1.77	-5.0525	-1.35		
A_23_P5064	0.46122	1.14E-01	-1.77	-5.052663	-9.39E-01	CADM4	cell adhesion molecule 4
A_23_P1331	0.46123	1.14E-01	1.77	-5.052765	1.25	COL13A1	collagen type XIII alpha 1 chain
A_23_P77493	0.46124	1.14E-01	-1.77	-5.052884	-8.44E-01	TUBB3	tubulin beta 3 class III
A_23_P216476	0.46128	1.14E-01	-1.77	-5.053113	-6.55E-01	ZBTB5	zinc finger and BTB domain containing 5
A_32_P125736	0.46128	1.14E-01	1.77	-5.053203	1.19		
A_32_P160896	0.46128	1.14E-01	1.77	-5.053237	6.61E-01	FTMT	ferritin mitochondrial
A_24_P242646	0.46133	1.14E-01	1.77	-5.05343	9.60E-01	CTSS	cathepsin S
A_32_P215179	0.46155	1.14E-01	1.77	-5.05394	6.92E-01	NPIPA1	nuclear pore complex interacting protein family member A1
A_24_P456884	0.46155	1.14E-01	1.77	-5.054042	6.40E-01	TSTD3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3
A_24_P183150	0.46172	1.14E-01	-1.77	-5.054538	-1.41	CXCL3	C-X-C motif chemokine ligand 3
A_24_P222441	0.46172	1.14E-01	1.77	-5.05455	1.39	HEXA	hexosaminidase subunit alpha
A_24_P140827	0.46178	1.14E-01	1.77	-5.054758	6.83E-01	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
A_23_P14537	0.46183	1.14E-01	1.77	-5.054967	6.54E-01	TMED10	transmembrane p24 trafficking protein 10
A_23_P100392	0.46183	1.14E-01	1.77	-5.055025	1.06	TCEB2	transcription elongation factor B subunit 2
A_23_P35000	0.46193	1.15E-01	1.77	-5.055324	9.77E-01	GPR3	G protein-coupled receptor 3
A_23_P41292	0.46217	1.15E-01	1.77	-5.055891	7.49E-01	CTBP1	C-terminal binding protein 1
A_32_P389619	0.46223	1.15E-01	1.77	-5.056083	1.63	EPG5	ectopic P-granules autophagy protein 5 homolog
A_23_P60089	0.46248	1.15E-01	1.77	-5.056676	8.42E-01	DOCK5	dedicator of cytokinesis 5
A_24_P299210	0.4625	1.15E-01	-1.77	-5.056803	-1.15	TTC39A	tetratricopeptide repeat domain 39A
A_23_P8913	0.46265	1.15E-01	1.77	-5.057228	1.67	CA2	carbonic anhydrase 2
A_24_P666340	0.46265	1.15E-01	-1.77	-5.057277	-1.66		
A_32_P97506	0.46266	1.15E-01	-1.77	-5.05739	-9.67E-01	C16orf52	chromosome 16 open reading frame 52
A_24_P163590	0.46267	1.15E-01	-1.77	-5.057496	-8.65E-01	BMT2	base methyltransferase of 25S rRNA 2 homolog
A_23_P50167	0.46287	1.15E-01	-1.77	-5.057978	-9.00E-01	SLC39A6	solute carrier family 39 member 6
A_32_P224666	0.46298	1.15E-01	1.77	-5.058282	1.09	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2
A_23_P48513	0.46301	1.15E-01	-1.77	-5.058429	-1.52	IFI27	interferon alpha inducible protein 27
A_23_P430670	0.46301	1.15E-01	1.77	-5.058526	1	CHST5	carbohydrate sulfotransferase 5
A_24_P633825	0.4631	1.15E-01	1.77	-5.058794	1.17		
A_32_P204376	0.46315	1.15E-01	-1.77	-5.058984	-7.14E-01	ANKRD20A2	ankyrin repeat domain 20 family member A2
A_23_P163787	0.46324	1.15E-01	1.77	-5.059238	1.58	MMP2	matrix metallopeptidase 2
A_23_P416894	0.46331	1.15E-01	1.77	-5.059477	8.53E-01	GSAP	gamma-secretase activating protein
A_24_P97257	0.46344	1.15E-01	1.77	-5.059884	1.01		
A_24_P317135	0.46344	1.15E-01	1.77	-5.0599	6.32E-01	EXOSC7	exosome component 7
A_24_P560431	0.46347	1.15E-01	1.77	-5.060053	9.13E-01		
A_23_P129704	0.46349	1.15E-01	-1.77	-5.060232	-6.40E-01	TERF2IP	TERF2 interacting protein
A_32_P3408	0.46349	1.15E-01	-1.77	-5.060277	-1.05		
A_23_P213336	0.4635	1.15E-01	-1.77	-5.060478	-1.56	FGF1	fibroblast growth factor 1
A_23_P10206	0.4635	1.15E-01	-1.77	-5.060492	-1.47	HAS2	hyaluronan synthase 2
A_23_P397019	0.4635	1.15E-01	1.77	-5.060566	7.37E-01	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25
A_24_P80776	0.46365	1.15E-01	1.77	-5.061049	7.47E-01	SMIM13	small integral membrane protein 13
A_23_P112061	0.46365	1.15E-01	1.77	-5.061128	9.32E-01	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
A_23_P408215	0.46365	1.15E-01	1.77	-5.06117	9.73E-01	WDR90	WD repeat domain 90
A_23_P113634	0.46365	1.15E-01	1.77	-5.061212	7.50E-01	CBFB	core-binding factor beta subunit
A_23_P49708	0.46365	1.15E-01	1.77	-5.061297	1.07	GRN	granulin
A_24_P944934	0.4637	1.15E-01	-1.77	-5.061549	-9.98E-01	LOC100130278	uncharacterized LOC100130278
A_23_P412962	0.4637	1.15E-01	-1.77	-5.061576	-1.14	TBX19	T-box 19
A_24_P76981	0.46371	1.15E-01	-1.77	-5.061683	-8.31E-01		
A_32_P28712	0.46377	1.15E-01	1.77	-5.061899	1.86		
A_32_P110820	0.46396	1.15E-01	1.77	-5.062348	8.00E-01		
A_23_P16122	0.46403	1.15E-01	-1.77	-5.062572	-7.26E-01	CYP2A6	cytochrome P450 family 2 subfamily A member 6
A_23_P121061	0.46433	1.16E-01	1.77	-5.063355	2.16	STAC	SH3 and cysteine rich domain
A_24_P91701	0.46433	1.16E-01	-1.77	-5.063397	-8.04E-01	DRICH1	aspartate rich 1
A_23_P85008	0.46433	1.16E-01	-1.77	-5.063434	-2.39	MAOB	monoamine oxidase B
A_23_P408271	0.46439	1.16E-01	1.77	-5.063717	7.24E-01	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
A_24_P354356	0.46439	1.16E-01	1.77	-5.063734	7.75E-01	FAM131A	family with sequence similarity 131 member A
A_23_P202029	0.46452	1.16E-01	-1.76	-5.064083	-7.82E-01	ERLIN1	ER lipid raft associated 1
A_23_P49279	0.46472	1.16E-01	-1.76	-5.064596	-1.01	C16orf87	chromosome 16 open reading frame 87
A_23_P382584	0.46472	1.16E-01	-1.76	-5.064689	-9.07E-01	CHGB	chromogranin B
A_32_P53486	0.46472	1.16E-01	1.76	-5.064838	6.67E-01	BOLA2B	bolA family member 2B
A_23_P19142	0.46472	1.16E-01	-1.76	-5.06504	-7.69E-01	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1
A_23_P219188	0.46472	1.16E-01	1.76	-5.065069	7.40E-01	RABL6	"RAB, member RAS oncogene family-like 6"
A_23_P147245	0.46472	1.16E-01	-1.76	-5.065094	-8.98E-01	OSBPL10	oxysterol binding protein like 10
A_23_P10858	0.46472	1.16E-01	-1.76	-5.065192	-8.92E-01	ANKLE2	ankyrin repeat and LEM domain containing 2
A_24_P158385	0.46472	1.16E-01	1.76	-5.065276	1.05	ZMYND19	zinc finger MYND-type containing 19
A_24_P56894	0.46472	1.16E-01	-1.76	-5.065285	-8.35E-01	CRLF3	cytokine receptor like factor 3
A_24_P359401	0.46472	1.16E-01	1.76	-5.065422	1.11		
A_23_P105856	0.46472	1.16E-01	1.76	-5.065448	1.34	SLC46A3	solute carrier family 46 member 3
A_23_P308800	0.46472	1.16E-01	-1.76	-5.065544	-9.41E-01	GLS	glutaminase
A_32_P44047	0.46501	1.16E-01	-1.76	-5.066192	-1.25		
A_23_P32249	0.46506	1.16E-01	-1.76	-5.06641	-8.74E-01		
A_23_P216361	0.46506	1.16E-01	1.76	-5.06646	7.40E-01	COL14A1	collagen type XIV alpha 1 chain
A_32_P113472	0.46515	1.16E-01	1.76	-5.066731	1.69		
A_32_P150012	0.46533	1.16E-01	1.76	-5.06724	6.50E-01	CHD7	chromodomain helicase DNA binding protein 7
A_24_P918147	0.46533	1.16E-01	1.76	-5.067256	1.65	FBXO32	F-box protein 32
A_23_P142294	0.46545	1.16E-01	-1.76	-5.067617	-6.13E-01	ETHE1	"ETHE1, persulfide dioxygenase"
A_23_P255569	0.46545	1.16E-01	1.76	-5.067677	6.99E-01	DUS1L	dihydrouridine synthase 1 like
A_24_P633110	0.46551	1.16E-01	-1.76	-5.067887	-9.15E-01		
A_23_P414855	0.46584	1.16E-01	-1.76	-5.068678	-6.51E-01	PURB	purine rich element binding protein B
A_23_P317620	0.46584	1.16E-01	1.76	-5.068713	1.79	ARL4C	ADP ribosylation factor like GTPase 4C
A_24_P269432	0.46615	1.16E-01	-1.76	-5.069393	-9.95E-01	BET1	Bet1 golgi vesicular membrane trafficking protein
A_23_P306479	0.46623	1.16E-01	-1.76	-5.069644	-9.30E-01	ZBTB11-AS1	ZBTB11 antisense RNA 1
A_24_P134727	0.46633	1.16E-01	1.76	-5.069931	7.58E-01	TFAM	"transcription factor A, mitochondrial"
A_24_P258051	0.46635	1.16E-01	-1.76	-5.070138	-1.27	MASTL	microtubule associated serine/threonine kinase like
A_23_P389907	0.46635	1.16E-01	1.76	-5.070145	7.56E-01	ATXN2	ataxin 2
A_32_P107029	0.46648	1.16E-01	-1.76	-5.070482	-9.01E-01	NAPSA	napsin A aspartic peptidase
A_24_P393502	0.46651	1.16E-01	-1.76	-5.070687	-1.43		
A_23_P87346	0.46651	1.17E-01	-1.76	-5.070843	-2.22	HBD	hemoglobin subunit delta
A_23_P68300	0.46651	1.17E-01	-1.76	-5.070946	-1.77	EPT1	ethanolaminephosphotransferase 1
A_32_P52206	0.46651	1.17E-01	1.76	-5.070982	8.49E-01	TYW1	tRNA-yW synthesizing protein 1 homolog
A_23_P200955	0.46651	1.17E-01	1.76	-5.07107	8.08E-01		
A_24_P123166	0.46651	1.17E-01	-1.76	-5.071212	-6.12E-01	TCTA	T-cell leukemia translocation altered
A_24_P928371	0.46651	1.17E-01	-1.76	-5.071217	-1.03		
A_23_P201097	0.46651	1.17E-01	-1.76	-5.071281	-6.61E-01	GUK1	guanylate kinase 1
A_32_P112894	0.46651	1.17E-01	1.76	-5.071344	2.13	FAM76A	family with sequence similarity 76 member A
A_24_P936947	0.46674	1.17E-01	-1.76	-5.07203	-1.42		
A_24_P917951	0.46674	1.17E-01	1.76	-5.072114	9.28E-01	NOC2L	NOC2 like nucleolar associated transcriptional repressor
A_32_P135336	0.46674	1.17E-01	1.76	-5.072155	9.58E-01	LOC388242	SAGA complex associated factor 29 pseudogene
A_24_P401321	0.46674	1.17E-01	1.76	-5.072258	7.71E-01		
A_24_P476913	0.46674	1.17E-01	1.76	-5.072452	1.41		
A_24_P370096	0.46674	1.17E-01	-1.76	-5.072485	-8.07E-01	ZNF230	zinc finger protein 230
A_24_P917862	0.46674	1.17E-01	-1.76	-5.072529	-6.56E-01	TNRC6A	trinucleotide repeat containing 6A
A_24_P73817	0.46674	1.17E-01	1.76	-5.072563	7.89E-01	PRSS53	"protease, serine 53"
A_24_P934975	0.46674	1.17E-01	1.76	-5.072598	1.26		
A_24_P922793	0.46676	1.17E-01	-1.76	-5.072755	-1.3	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
A_24_P917612	0.46676	1.17E-01	1.76	-5.072827	6.52E-01	PYM1	"PYM homolog 1, exon junction complex associated factor"
A_23_P101407	0.46676	1.17E-01	1.76	-5.073042	1.3	C3	complement component 3
A_32_P780817	0.46676	1.17E-01	-1.76	-5.07305	-1.18	CT45A1	"cancer/testis antigen family 45, member A1"
A_24_P943957	0.46676	1.17E-01	1.76	-5.073185	6.96E-01	PIKFYVE	"phosphoinositide kinase, FYVE-type zinc finger containing"
A_23_P331186	0.46676	1.17E-01	-1.76	-5.0732	-9.42E-01	RASGEF1B	RasGEF domain family member 1B
A_24_P273423	0.46676	1.17E-01	1.76	-5.073253	7.28E-01		
A_23_P428842	0.46699	1.17E-01	-1.76	-5.073787	-1.53	TMEM44	transmembrane protein 44
A_23_P148473	0.46704	1.17E-01	-1.76	-5.074035	-1.12	IL2RG	interleukin 2 receptor subunit gamma
A_23_P113453	0.46704	1.17E-01	-1.76	-5.074058	-1.99		
A_24_P286898	0.4671	1.17E-01	1.76	-5.074258	6.46E-01	MAPK8	mitogen-activated protein kinase 8
A_23_P150852	0.46719	1.17E-01	1.76	-5.074532	9.02E-01	ESYT1	extended synaptotagmin 1
A_23_P113777	0.46719	1.17E-01	-1.76	-5.074649	-8.09E-01	ITGBL1	integrin subunit beta like 1
A_23_P152047	0.46719	1.17E-01	1.76	-5.074817	1.13	SCAMP5	secretory carrier membrane protein 5
A_24_P67364	0.46719	1.17E-01	-1.76	-5.074846	-9.94E-01	TPM3	tropomyosin 3
A_23_P253752	0.46719	1.17E-01	1.76	-5.074882	8.30E-01	MTFR2	mitochondrial fission regulator 2
A_24_P542797	0.46724	1.17E-01	-1.76	-5.075075	-6.94E-01	PRCAT47	prostate cancer-associated 47
A_32_P181826	0.4673	1.17E-01	1.76	-5.075278	1.38		
A_32_P18159	0.4675	1.17E-01	1.76	-5.075743	1.52	LYRM7	LYR motif containing 7
A_24_P918575	0.46753	1.17E-01	-1.76	-5.075901	-6.84E-01		
A_32_P91273	0.46758	1.17E-01	-1.76	-5.076171	-8.65E-01		
A_23_P101240	0.46758	1.17E-01	1.76	-5.07618	1.02	VSIG10L	V-set and immunoglobulin domain containing 10 like
A_23_P394323	0.4677	1.17E-01	1.76	-5.076574	1.37	FAM98B	family with sequence similarity 98 member B
A_24_P938169	0.4677	1.17E-01	1.76	-5.076581	7.08E-01		
A_24_P151084	0.46777	1.17E-01	-1.76	-5.076807	-8.20E-01	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)
A_24_P113815	0.46777	1.17E-01	1.76	-5.076886	7.82E-01	SLC35E2	solute carrier family 35 member E2
A_24_P20032	0.46797	1.17E-01	-1.76	-5.07738	-7.57E-01	RFX5	regulatory factor X5
A_32_P65022	0.46797	1.17E-01	-1.76	-5.077455	-1.09		
A_23_P31372	0.468	1.17E-01	1.76	-5.077598	7.96E-01	MDH2	malate dehydrogenase 2
A_23_P160968	0.46817	1.17E-01	-1.75	-5.078078	-1.09	LAMC2	laminin subunit gamma 2
